venue,title,event_type,date,hall,description,url,price
Concertgebouw,Fabio Luisi dirigeert Beethoven bij het Concertgebouworkest,Luisteren,"vr 12 jun 2026, 20:15 - 22:00",Grote Zaal,"Beethoven Symfonie nr. 8 in F, op. 93 Barber Vioolconcert, op. 14",https://www.concertgebouw.nl/concerten/11158053-fabio-luisi-dirigeert-beethoven-bij-het-concertgebouworkest,"v.a. EUR 20,00"
Concertgebouw,Pianorecital Nicolas van Poucke,Concert,"vr 12 jun 2026, 20:15 - 22:35",Kleine Zaal,,https://www.concertgebouw.nl/concerten/38255289-pianorecital-nicolas-van-poucke,"v.a. EUR 18,50"
Concertgebouw,Muzikale werelden - Daniel Wohl & London Contemporary Orchestra,Concert,"za 13 jun 2026, 14:15 - 15:40",Grote Zaal,Aftab Songs from Night Reign and Vulture Prince Wohl nieuw werk (mede mogelijk gemaakt door de Vrienden van de Matinee),https://www.concertgebouw.nl/concerten/9127711-muzikale-werelden---daniel-wohl-london-contemporary-orchestra,"v.a. EUR 41,00"
Concertgebouw,Beethovens Pianoconcert nr. 3 met Nikola Meeuwsen,Luisteren,"za 13 jun 2026, 20:15 - 22:15",Grote Zaal,"Dvořák Symfonie nr. 8 in G, op. 88 Beethoven Pianoconcert nr. 3 in c, op. 37",https://www.concertgebouw.nl/concerten/9336098-beethovens-pianoconcert-nr.-3-met-nikola-meeuwsen,"v.a. EUR 35,00"
Concertgebouw,Stabat mater en Nisi Dominus: Alexander Chance en Emöke Baráth,Luisteren,"zo 14 jun 2026, 15:00 - 17:00",Grote Zaal,"Vivaldi Sinfonia in b, RV 169 'al Santo Sepolcro' Vivaldi Nulla in mundo pax sincera, RV 630",https://www.concertgebouw.nl/concerten/8926176-stabat-mater-en-nisi-dominus-alexander-chance-en-emoke-barath,"v.a. EUR 46,50"
Concertgebouw,Beethovens Pianoconcert nr. 3 met Nikola Meeuwsen,Luisteren,"zo 14 jun 2026, 20:15 - 22:15",Grote Zaal,"Dvořák Symfonie nr. 8 in G, op. 88 Beethoven Pianoconcert nr. 3 in c, op. 37",https://www.concertgebouw.nl/concerten/9336099-beethovens-pianoconcert-nr.-3-met-nikola-meeuwsen,"v.a. EUR 35,00"
Concertgebouw,Nærmynd: Iceland Symphony Orchestra x Hildur Guðnadóttir,Concert,"ma 15 jun 2026, 20:15 - 22:35",Grote Zaal,,https://www.concertgebouw.nl/concerten/38676472-naermynd-iceland-symphony-orchestra-x-hildur-gudnadottir,TBA
Concertgebouw,Mind the Gap! Nieuwe Blik Terug: Julius Eastman,Concert,"ma 15 jun 2026, 20:15 - 21:45",Kleine Zaal,,https://www.concertgebouw.nl/concerten/8507562-mind-the-gap-nieuwe-blik-terug-julius-eastman,"v.a. EUR 25,00"
Concertgebouw,Mind the Gap! Chineke! Orchestra speelt Coleridge-Taylor en Price,Concert,"di 16 jun 2026, 20:15 - 22:15",Grote Zaal,"Price Symfonie nr. 1 in e Coleridge-Taylor Vioolconcert in g, op. 80",https://www.concertgebouw.nl/concerten/8506299-mind-the-gap-chineke-orchestra-speelt-coleridge-taylor-en-price,"v.a. EUR 25,00"
Concertgebouw,Gratis Lunchconcert: Mind the Gap - Presentatie masterclass Rebeca Omordia,Gratis Lunchconcert,"wo 17 jun 2026, 12:30 - 13:15",Kleine Zaal,,https://www.concertgebouw.nl/concerten/36977916-gratis-lunchconcert-mind-the-gap---presentatie-masterclass-rebeca-omordia,Gratis
Concertgebouw,Mind the Gap! met Rebeca Omordia in African Pianism,Concert,"wo 17 jun 2026, 20:15 - 22:35",Kleine Zaal,Onovwerosuoke Raging River dance nr. 2 Onovwerosuoke Sanza,https://www.concertgebouw.nl/concerten/8509523-mind-the-gap-met-rebeca-omordia-in-african-pianism,"v.a. EUR 25,00"
Concertgebouw,Concertgebouworkest speelt Marsalis’ Trompetconcert,Concert,"do 18 jun 2026, 20:15 - 22:25",Grote Zaal,Dawson Negro Folk Symphony Kern Ol' Man River (bew. T.A. Beijer),https://www.concertgebouw.nl/concerten/11158054-concertgebouworkest-speelt-marsalis-trompetconcert,"v.a. EUR 20,00"
Concertgebouw,"Mind the Gap! Concertgebouworkest speelt Nabors, Marsalis, Dawson en traditionals",Concert,"vr 19 jun 2026, 20:15 - 22:25",Grote Zaal,Dawson Negro Folk Symphony Kern Ol' Man River (bew. T.A. Beijer),https://www.concertgebouw.nl/concerten/8509153-mind-the-gap-concertgebouworkest-speelt-nabors-marsalis-dawson-en-traditionals,"v.a. EUR 39,00"
Concertgebouw,Henzes actuele stem van verzet,Concert,"za 20 jun 2026, 14:15 - 16:25",Grote Zaal,Fadael nieuw werk (mede mogelijk gemaakt door de Vrienden van de Matinee) Joachim nieuw werk,https://www.concertgebouw.nl/concerten/9127712-henzes-actuele-stem-van-verzet,"v.a. EUR 45,00"
Concertgebouw,Filharmonie Der Aa speelt Mahlers Symfonie nr. 2,Concert,"za 20 jun 2026, 20:15 - 22:35",Grote Zaal,,https://www.concertgebouw.nl/concerten/39096241-filharmonie-der-aa-speelt-mahlers-symfonie-nr.-2,"v.a. EUR 30,00"
Concertgebouw,"Irina Lankova speelt Rachmaninoff, Skrjabin, Mozart en Chopin",Concert,"za 20 jun 2026, 20:15 - 21:30",Kleine Zaal,"Stravinsky De vuurvogel (arr. G. Agosti) Mozart Fantasie in d, KV 397",https://www.concertgebouw.nl/concerten/11279519-irina-lankova-speelt-rachmaninoff-skrjabin-mozart-en-chopin,"v.a. EUR 35,00"
Concertgebouw,Finale Koninklijk Concertgebouw Concours 2026,Concert,"zo 21 jun 2026, 14:00 - 17:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/13751409-finale-koninklijk-concertgebouw-concours-2026,"v.a. EUR 15,00"
Concertgebouw,Because met Reginald Mobley & Baptiste Trotignon,Concert,"zo 21 jun 2026, 20:15 - 22:35",Kleine Zaal,anoniem Bright Sparkles in the Churchyard (arr. B. Trotignon) anoniem Sometimes I Feel Like a Motherless Child (arr. B. Trotignon),https://www.concertgebouw.nl/concerten/9743107-because-met-reginald-mobley-baptiste-trotignon,"v.a. EUR 25,00"
Concertgebouw,Ammodo Masterclass dirigeren met Iván Fischer,Concert,"di 23 jun 2026, 10:00 - 12:30",Grote Zaal,,https://www.concertgebouw.nl/concerten/11158055-ammodo-masterclass-dirigeren-met-ivan-fischer,"v.a. EUR 28,00"
Concertgebouw,Ammodo Masterclass dirigeren met Iván Fischer,Concert,"wo 24 jun 2026, 10:00 - 12:30",Grote Zaal,,https://www.concertgebouw.nl/concerten/11158056-ammodo-masterclass-dirigeren-met-ivan-fischer,"v.a. EUR 28,00"
Concertgebouw,Gratis Lunchconcert: Academie Nederlands Philharmonisch en Nederlands Kamerorkest,Gratis Lunchconcert,"wo 24 jun 2026, 12:30 - 13:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/36977917-gratis-lunchconcert-academie-nederlands-philharmonisch-en-nederlands-kamerorkest,Gratis
Concertgebouw,Ammodo Masterclass dirigeren met Iván Fischer,Concert,"do 25 jun 2026, 10:00 - 12:30",Grote Zaal,,https://www.concertgebouw.nl/concerten/11158057-ammodo-masterclass-dirigeren-met-ivan-fischer,"v.a. EUR 28,00"
Concertgebouw,Roxeanne Hazes & ZO! Gospel Choir,Concert,"za 11 jul 2026, 20:00 - 21:30",Grote Zaal,,https://www.concertgebouw.nl/concerten/41989099-roxeanne-hazes-zo-gospel-choir,"v.a. EUR 29,00 [Laatste kaarten]"
Concertgebouw,"Celebrating The Beatles met Van Velzen, Van den Bercken en Hein",Concert,"di 18 aug 2026, 20:00 - 22:00",Grote Zaal,,https://www.concertgebouw.nl/concerten/42993665-celebrating-the-beatles-met-van-velzen-van-den-bercken-en-hein,"v.a. EUR 29,00"
Concertgebouw,Ólafur Arnalds - Falling Apart Together,Concert,"wo 14 okt 2026, 20:15 - 21:45",Grote Zaal,,https://www.concertgebouw.nl/concerten/43425436-olafur-arnalds---falling-apart-together,"v.a. EUR 39,00"
Concertgebouw,Ólafur Arnalds - Falling Apart Together,Concert,"do 15 okt 2026, 20:15 - 21:45",Grote Zaal,,https://www.concertgebouw.nl/concerten/43425437-olafur-arnalds---falling-apart-together,"v.a. EUR 39,00"
Concertgebouw,Fresku & Metropole Orkest o.l.v. Simon Dobson,Concert,"di 27 okt 2026, 20:15 - 21:45",Grote Zaal,,https://www.concertgebouw.nl/concerten/43931216-fresku-metropole-orkest-o.l.v.-simon-dobson,"v.a. EUR 29,00"
Concertgebouw,Branford Marsalis & Dianne Reeves Celebrate John Coltrane,Concert,"wo 4 nov 2026, 20:15 - 21:45",Grote Zaal,,https://www.concertgebouw.nl/concerten/43931219-branford-marsalis-dianne-reeves-celebrate-john-coltrane,"v.a. EUR 49,00"
Concertgebouw,Het Grote Klassieke Muziek Festijn met Jamai,Concert,"di 17 nov 2026, 20:15 - 22:35",Grote Zaal,,https://www.concertgebouw.nl/concerten/44075921-het-grote-klassieke-muziek-festijn-met-jamai,"v.a. EUR 29,00"
Concertgebouw,Het Grote Klassieke Muziek Festijn met Jamai,Concert,"wo 18 nov 2026, 20:15 - 22:35",Grote Zaal,,https://www.concertgebouw.nl/concerten/44075922-het-grote-klassieke-muziek-festijn-met-jamai,"v.a. EUR 29,00"
Concertgebouw,Ben Folds,Concert,"zo 29 nov 2026, 21:00 - 22:45",Grote Zaal,,https://www.concertgebouw.nl/concerten/38886334-ben-folds,"v.a. EUR 39,00"
Concertgebouw,Silje Nergaard,Concert,"do 3 dec 2026, 20:15 - 21:45",Kleine Zaal,,https://www.concertgebouw.nl/concerten/41414670-silje-nergaard,"v.a. EUR 25,00"
Concertgebouw,Spraakmakers: Georgina Verbaan & Jan Decleir over angst en erfelijk koningschap,Luisteren,"do 13 mei 2027, 20:15 - 22:35",Kleine Zaal,"Roukens Strijkkwartet nr. 4 'What Remains' Beethoven Sonate nr. 26 in Es, op. 81a 'Les adieux'",https://www.concertgebouw.nl/concerten/8507459-spraakmakers-georgina-verbaan-jan-decleir-over-angst-en-erfelijk-koningschap,"v.a. EUR 29,00"
Pakhuis De Zwijger,"Wat hebben seks, tech en politiek met elkaar te maken?",Vrij Nederland,"Vandaag, 20.00",Grote Zaal PDZ,"Een avond over seks, macht en platformen.",https://dezwijger.nl/programma/porno-is-politiek,gratis
Pakhuis De Zwijger,Het coalitieakkoord in economisch perspectief,KVS Special,"Vandaag, 20.00",IJzaal PDZ,Wat doet kabinet Jetten I voor de Nederlandse economie?,https://dezwijger.nl/programma/het-coalitieakkoord-in-economisch-perspectief,gratis
Pakhuis De Zwijger,Venezuela after Maduro,Shelter City presents:,"ma 16 feb, 19.30",IJzaal PDZ,"Human rights, civil society and the struggle for democracy.",https://dezwijger.nl/programma/venezuela-after-maduro,gratis
Pakhuis De Zwijger,Groeiende ongelijkheid met Gary Economics,VPRO Meet Up x Economie van morgen,"ma 16 feb, 19.30",Studio PDZ,"Volgens ex-bankier Gary Stevenson zitten we middenin een grote economische crisis, maar uit deze zich vooral in extreme ongelijkheid.",https://dezwijger.nl/programma/groeiende-ongelijkheid-met-gary-economics,gratis
Pakhuis De Zwijger,Groene kansen voor een groeiende stad,Verkiezingsquiz en debat,"ma 16 feb, 20.00",Grote Zaal PDZ,Hoe wil de politiek zich hardmaken voor een groen en gezond Amsterdam?,https://dezwijger.nl/programma/groene-kansen-voor-een-groeiende-stad,gratis
Pakhuis De Zwijger,"AI als vriend, therapeut of partner",VPRO Meet Up,"di 17 feb, 20.00",Grote Zaal PDZ,Hoe verandert AI de manier waarop we communiceren en relaties aangaan?,https://dezwijger.nl/programma/ai-als-vriend-therapeut-of-partner,gratis
Pakhuis De Zwijger,Love of the Game,Filmvertoning + nagesprek,"di 17 feb, 20.00",Studio PDZ,"Praat mee over de ongemakkelijke confrontaties, liefde, publieke kunst en intuitive filmtechnieken.",https://dezwijger.nl/programma/love-of-the-game,gratis
Pakhuis De Zwijger,Op zoek naar je Signature Sound,Wat de maker maakt,"wo 18 feb, 19.30",IJzaal PDZ,Manieren om als maker een eigen geluid te ontwikkelen.,https://dezwijger.nl/programma/op-zoek-naar-je-signature-sound,gratis
Pakhuis De Zwijger,De Grote Volkshuisvesting Pubquiz,Wonen voor Iedereen,"wo 18 feb, 20.00",Grote Zaal PDZ,Test en deel je kennis over volkshuisvesting tijdens deze Volkshuisvesting pubquiz!,https://dezwijger.nl/programma/de-grote-volkshuisvesting-pubquiz,gratis
Pakhuis De Zwijger,AI-agents,Tech for Society,"do 19 feb, 20.00",Grote Zaal PDZ,Wat blijft er over van de rol van mensen als AI steeds meer werk overneemt?,https://dezwijger.nl/programma/ai-agents,gratis
Pakhuis De Zwijger,Prisiri Neti,Opo Kondreman un’ Opo!,"vr 20 feb, 19.00",Grote Zaal PDZ,Een viering van de Surinaamse creativiteit en identiteit o.a. met een filmscreening van TRA FASI gemaakt door Charity Charly.,https://dezwijger.nl/programma/prisiri-neti,gratis
Pakhuis De Zwijger,The Cost of Growth,Film screening & aftertalk,"ma 23 feb, 19.30",Grote Zaal PDZ,This film explores the root causes of the poly-crisis and explores successful strategies to move towards a world beyond growth.,https://dezwijger.nl/programma/the-cost-of-growth,"Toegang vanaf € 6,00"
Pakhuis De Zwijger,Mijn Noord,Filmvertoning + nagesprek,"ma 23 feb, 20.00",Studio PDZ,Bewoners van Amsterdam-Noord delen van dichtbij persoonlijke verhalen over hun leven en de buurt.,https://dezwijger.nl/programma/mijn-noord,gratis
Pakhuis De Zwijger,Queer Poetry Night,Unwanted Words Project presents:,"di 24 feb, 19.00",Expo,"Celebrating spoken word, poetry, storytelling, op-eds, drama & music.",https://dezwijger.nl/programma/queer-poetry-night-17,gratis
Pakhuis De Zwijger,Aan de slag met klimaat?,Groene Transitie,"wo 25 feb, 20.00",Grote Zaal PDZ,Een klimaatdrammer in het torentje: wat gaat Jetten 1 betekenen voor de groene koers?,https://dezwijger.nl/programma/aan-de-slag-met-klimaat,gratis
Pakhuis De Zwijger,Lang zal ik lekker leven,Boekpresentatie & nagesprek,"do 26 feb, 19.30",Grote Zaal PDZ,Een avond over het nieuwste boek van Peter Kanne,https://dezwijger.nl/programma/lang-zal-ik-lekker-leven,gratis
Pakhuis De Zwijger,De Rolverdeling,Special,"ma 2 mrt, 19.30",IJzaal PDZ,Zegt de rol in je groep 8 musical iets over je toekomst?,https://dezwijger.nl/programma/de-rolverdeling,gratis
Pakhuis De Zwijger,Verkiezingsdialoog: de gemeenschapseconomie,Amsterdam kiest: Later is alles beter,"ma 2 mrt, 20.00",Grote Zaal PDZ,"Hoe bouwen Amsterdamse leiders gezamenlijk aan een eerlijke, lokale en democratische economie?",https://dezwijger.nl/programma/verkiezingsdialoog-de-gemeenschapseconomie,gratis
Pakhuis De Zwijger,Verkiezingsdialoog Dakloosheid,Amsterdam Kiest: Later is Alles Beter,"di 3 mrt, 19.30",IJzaal PDZ,Wat gaat de nieuwe gemeenteraad doen tegen de groeiende dakloosheid?,https://dezwijger.nl/programma/verkiezingsprogramma-dakloosheid,gratis
Pakhuis De Zwijger,New world order for food security,Food Dialogue,"di 3 mrt, 20.00",Grote Zaal PDZ,From “feeding the world” to “securing our own supply”?,https://dezwijger.nl/programma/new-world-order-for-food-security,gratis
Pakhuis De Zwijger,Toekomst van de Vondelkerk,Special,"wo 4 mrt, 19.30",IJzaal PDZ,Wat is het belang van de Vondelkerk voor de stad en hoe ziet de toekomst eruit?,https://dezwijger.nl/programma/toekomst-van-de-vondelkerk,gratis
Pakhuis De Zwijger,Mevr. De Architect,De Architect x PdZ,"wo 4 mrt, 20.00",Grote Zaal PDZ,Mevr. De Architect 2.0 brengt de vrouwelijke architect in positie: voorbij representatie naar systeemverandering.,https://dezwijger.nl/programma/mevr-de-architect,gratis
Pakhuis De Zwijger,Het Amsterdamse Scholierendebat,Amsterdam Kiest x Stadslab,"do 5 mrt, 15.00",Grote Zaal PDZ,Het debat tussen Amsterdamse jongeren en -politici over hun toekomst.,https://dezwijger.nl/programma/jongerendebat-gemeenteraadsverkiezingen,gratis
Pakhuis De Zwijger,Lijsttrekkersdebat Kunst & Cultuur,Amsterdam Kiest,"do 5 mrt, 20.00",Livecast Pakhuis de Zwijger,Wat is de toekomst van kunst en cultuur in Amsterdam?,https://dezwijger.nl/programma/lijsttrekkersdebat-kunst-cultuur,gratis
Pakhuis De Zwijger,Women After Dark,FemTopia,"vr 6 mrt, 19.30",IJzaal PDZ,In conversation with Nourhan Bassam on her latest book 'Women After Dark'.,https://dezwijger.nl/programma/women-after-dark,gratis
Pakhuis De Zwijger,FemTopia,Internationale Vrouwendag,"vr 6 mrt, 19.30",Grote Zaal PDZ,Er was eens een wereld waarin we allemaal veilig willen leven en wonen...,https://dezwijger.nl/programma/femtopia-2,gratis
Pakhuis De Zwijger,Wie bezit onze digitale democratie?,Economie van morgen x We are stewards,"ma 9 mrt, 19.30",IJzaal PDZ,Onze strategische autonomie staat onder druk. Hoe richten we bedrijven zo in dat ze weerbaar zijn tegen de geopolitieke druk?,https://dezwijger.nl/programma/wie-bezit-onze-digitale-democratie,gratis
Pakhuis De Zwijger,Verkiezingsdialoog: Een sterke en gezonde stad,Amsterdam kiest: Later is alles beter,"di 10 mrt, 20.00",Grote Zaal PDZ,Hoe bewaken de Amsterdamse politici de veerkracht en gezondheid van de stad en haar bewoners?,https://dezwijger.nl/programma/verkiezingsdialoog-een-sterke-en-gezonde-stad,gratis
Pakhuis De Zwijger,Play Accessible Communities,Special,"di 10 mrt, 20.00",Studio PDZ,Join the public launch & conversation on the 'Play Accessible Communities (PAC) Playbook!,https://dezwijger.nl/programma/play-accessible-communities,gratis
Pakhuis De Zwijger,Verkiezingsdialoog: Iedereen mee in het OV,Amsterdam kiest: later is alles beter,"wo 11 mrt, 19.30",IJzaal PDZ,Wat zijn de plannen van de kandidaat-raadsleden voor een beter OV in Amsterdam?,https://dezwijger.nl/programma/verkiezingsdialoog-iedereen-mee-in-het-ov,gratis
Pakhuis De Zwijger,How to care for Bonaire?,Groene Transitie,"do 12 mrt, 20.00",IJzaal PDZ,How to change the Dutch climate policy framework for climate justice?,https://dezwijger.nl/programma/how-to-care-for-bonaire,gratis
Pakhuis De Zwijger,"Houtbouw is goud, maar kan ook fout #3 – Vocht",Houtbouw,"di 17 mrt, 20.00",Grote Zaal PDZ,Tijdens de derde editie delen we met elkaar onze kennis en ‘lessons learned’ op het gebied van vochtbeheer.,https://dezwijger.nl/programma/houtbouw-is-goud-maar-kan-ook-fout-3-vocht,gratis
Pakhuis De Zwijger,Anaïs Lopez,Fotokroniek,"vr 20 mrt, 20.00",Grote Zaal PDZ,Het verhaal achter De Schildpad en de Monnik.,https://dezwijger.nl/programma/anais-lopez,gratis
Pakhuis De Zwijger,Dignity for Migrant Workers in Farm2Fork,Movie Screening & Aftertalk,"ma 23 mrt, 20.00",Grote Zaal PDZ,How can we better protect the dignity of migrant workers and employees in the Farm to Fork supply chain?,https://dezwijger.nl/programma/dignity-for-migrant-workers-in-farm2fork,gratis
Pakhuis De Zwijger,Queer Poetry Night,Unwanted Words Project presents:,"di 24 mrt, 19.00",Expo,"Celebrating spoken word, poetry, storytelling, op-eds, drama & music.",https://dezwijger.nl/programma/queer-poetry-night-18,gratis
Pakhuis De Zwijger,Mohammed Zaanoun – Restoring Everyday Gaza,Fotokroniek x Talking Primates,"di 24 mrt, 20.00",Studio PDZ,How do we understand a place seen only through destruction?,https://dezwijger.nl/programma/mohammed-zaanoun,gratis
Pakhuis De Zwijger,Queer Poetry Night,Unwanted Words Project presents:,"di 28 apr, 19.00",Expo,"Celebrating spoken word, poetry, storytelling, op-eds, drama & music!",https://dezwijger.nl/programma/queer-poetry-night-19,gratis
Pakhuis De Zwijger,Queer Poetry Night,Unwanted Words Project presents:,"di 26 mei, 19.00",Expo,"Celebrating spoken word, poetry, storytelling, op-eds, drama & music.",https://dezwijger.nl/programma/queer-poetry-night-20,gratis
Pakhuis De Zwijger,Queer Poetry Night,Unwanted Words Project presents:,"di 23 jun, 19.00",Expo,"Celebrating spoken word, poetry, storytelling, op-eds, drama & music.",https://dezwijger.nl/programma/queer-poetry-night-21,gratis
De Kleine Komedie,NASRDIN DCHAR,"PERSOONLIJK, PREMIÈRE, VERHALEN VERTELLEN","vr 13 feb, t/m za 14 feb",De Kleine Komedie,Wat als... - première,https://www.dekleinekomedie.nl/agenda/nasrdin-dchar-4vgj,EUR 12.25
De Kleine Komedie,"REMY EVERS, THIJS VAN DE MEEBERG & MARCO LOPES","CABARET, SKETCHES","zo 15 feb, 20.15 uur tot ca. 21.50 uur",De Kleine Komedie,"Un, Dos, Stress - Een absurde polonaise van scènes.",https://www.dekleinekomedie.nl/agenda/remy-evers-thijs-van-de-meeberg-marco-lopes-9t9m,EUR 11.00
De Kleine Komedie,MICHA WERTHEIM,"CABARET, PREMIÈRE","di 17 feb, t/m za 23 mei",De Kleine Komedie,Micha Wertheim voor iedereen - première,https://www.dekleinekomedie.nl/agenda/micha-wertheim-fr9b,EUR 11.00
De Kleine Komedie,VOLMONDIG in Café De Kroon,Cabaret,"wo 18 feb, 19.30 uur",De Kleine Komedie,Woordkunst & stand-up + diner,https://www.dekleinekomedie.nl/agenda/volmondig-in-cafe-de-kroon-51fw,EUR 36.50
De Kleine Komedie,FLIP NOORMAN,"MUZIKAAL, THEATERCONCERT, RAUW","zo 22 feb, 20.15 uur",De Kleine Komedie,Zingt Shane MacGowan (The Pogues),https://www.dekleinekomedie.nl/agenda/flip-noorman-6nvk,EUR 14.00
De Kleine Komedie,BOBAN BRASPENNING,"CABARET, PREMIÈRE","ma 23 feb, 20.15 uur tot ca. 21.55 uur",De Kleine Komedie,Bruto - première,https://www.dekleinekomedie.nl/agenda/boban-braspenning-rjtt,EUR 14.00
De Kleine Komedie,WIM HELSEN,"EIGENZINNIG, CABARET, ABSURD","di 24 feb, t/m za 28 feb",De Kleine Komedie,Welkom ongemak - première,https://www.dekleinekomedie.nl/agenda/wim-helsen-dqx6,EUR 14.00
De Kleine Komedie,BOEKENBORREL,"LITERAIR, Matinee, ALLEEN IN DE KLEINE KOMEDIE","za 28 feb, 15.00 uur",De Kleine Komedie,Katinka Polderman - Wat zijn de favoriete boeken van Katinka Polderman?,https://www.dekleinekomedie.nl/agenda/boekenborrel-51fh,EUR 16.50
De Kleine Komedie,ANDRIES TUNRU,"IMPROVISATIE, CABARET, PREMIÈRE","zo 1 mrt, t/m ma 2 mrt",De Kleine Komedie,Ravot - première,https://www.dekleinekomedie.nl/agenda/andries-tunru-8l17,EUR 14.00
